Class,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Transparency,UUID,Volume (ABD),Volume (ESD),Width
Detritus and decomposing,108.2409,108.2409,0.3627,162.2827,162.3393,162.7321,743.1616,763.4343,847.1322,0.7254,408,445,1340,7.5010,4.6177,1000.0000,7.4804,4.6841,1000.0000,0.0664,0.2462,0.3769,0.4560,2.6531,60.5402,0.7312,11.7395,17.7119,11.7395,99.5591,154.9540,6.1730,-85.0000,15.0000,0.3595,0.7356,0.1620,33.0366,5.3518,403,57,40,129.7917,24.3009,1,76.7768,0.9997,1.0028,1.0024,1.2682,0.0000,0.0000,0.0000,38.3661,0.0000,0,0.0000,0.0000,43610.0000,0.1745,0.3372,9A8D2EEF6A8911ED8FA800301809E817,847.1322,2909.3127,9.7929
Detritus and decomposing,172.8728,176.7584,0.3111,165.2515,165.2352,165.0327,1471.4313,832.4633,1709.8332,0.7254,410,622,982,7.3257,4.5030,1000.0000,7.3088,4.6591,1000.0000,0.1561,0.2255,0.4291,0.5352,2.3306,71.6205,0.8714,14.8361,21.3590,15.0019,50.7545,156.6250,5.1269,80.0000,0.0000,0.2176,0.8213,0.1951,36.6538,7.1493,1836,65,37,131.0634,30.1041,1,87.6062,1.0001,0.9987,0.9988,1.2232,0.0000,0.0000,0.0000,19.5006,0.0000,0,0.0000,0.0000,64090.0000,0.5627,0.3054,9A8D34956A8911ED8FA800301809E817,1709.8332,5102.0108,9.0675
Detritus and decomposing,82.2775,92.7260,0.3005,163.1949,163.1949,163.1029,645.7524,279.6736,561.4165,0.7254,412,889,1370,7.2779,4.4918,1000.0000,7.2208,4.6059,1000.0000,0.1141,0.3240,0.3987,0.5122,2.5080,56.3674,0.8962,10.2352,16.5230,10.8657,71.9878,156.8750,5.7038,50.0000,-45.0000,0.2307,0.8126,0.1753,29.9066,5.2433,404,51,46,136.7132,24.3009,1,70.2997,1.0000,0.9994,0.9994,1.2472,0.0000,0.0000,0.0000,28.6886,0.0000,0,0.0000,0.0000,37186.0000,0.5794,0.3805,9A8D3A666A8911ED8FA800301809E817,561.4165,2361.9208,6.1659
Detritus and decomposing,220.4052,245.1746,0.4787,151.7291,151.2057,150.6555,2918.6343,1922.3255,2461.4809,0.7254,413,239,702,7.2753,4.4591,1000.0000,7.2805,4.6271,1000.0000,0.1680,0.4773,0.5939,0.7468,1.6839,72.2298,0.9939,16.7520,21.4799,17.6682,62.5354,156.9690,2.9513,40.0000,-55.0000,0.0586,0.9446,0.3388,31.8695,10.7983,405,53,56,135.5585,30.1041,1,85.3358,1.0035,0.9929,0.9964,1.1814,0.0000,0.0000,0.0000,29.2247,0.0000,0,0.0000,0.0000,81064.0000,0.6603,0.2201,9A8D3D316A8911ED8FA800301809E817,2461.4809,5189.1400,12.6945
Detritus and decomposing,355.1301,360.6070,0.5794,134.8664,134.0423,133.0301,5692.7410,4040.3567,5034.3689,0.7254,414,816,80,7.5870,4.6997,1000.0000,7.5848,4.8415,1000.0000,0.1418,0.5058,0.6877,0.8233,1.4542,82.0382,0.9635,21.2642,24.6435,21.4275,58.8692,157.2040,2.0899,5.0000,-60.0000,0.0261,0.9746,0.4785,31.6345,15.1368,406,52,66,99.7940,30.8295,1,93.5427,1.0061,0.9864,0.9924,1.1402,0.0000,0.0000,0.0000,22.4910,0.0000,0,0.0000,0.0000,89615.0000,0.5338,0.1371,9A8D40166A8911ED8FA800301809E817,5034.3689,7836.1573,17.0469
Detritus and decomposing,465.6066,491.1668,0.3204,159.6828,159.1582,158.6221,6046.0468,4373.7800,7557.7486,0.7254,415,517,881,7.3443,4.5032,1000.0000,7.3052,4.6646,1000.0000,0.1615,0.1470,0.4898,0.5501,2.0417,110.8768,0.9259,24.3481,33.7916,25.0075,44.5490,157.7190,4.1747,75.0000,-15.0000,0.0612,0.9423,0.2395,51.1929,12.2627,407,90,46,123.0606,48.2391,1,126.9111,1.0033,0.9934,0.9966,1.1446,0.0000,0.0000,0.0000,17.5864,0.0000,0,0.0000,0.0000,140043.0000,0.5508,0.2795,9A8D42F16A8911ED8FA800301809E817,7557.7486,20203.3302,14.8707
Detritus and decomposing,205.9125,215.1257,0.5997,151.1434,150.7912,150.4637,1924.1447,1913.5024,2222.7355,0.7254,416,182,774,7.4168,4.6042,1000.0000,7.3831,4.7003,1000.0000,0.0961,0.5807,0.4431,0.8286,2.2567,67.3500,0.9050,16.1918,20.0291,16.5501,47.0789,157.8130,4.8850,-60.0000,45.0000,0.5071,0.6635,0.2047,38.8112,7.9450,1837,53,50,135.3363,25.7517,1,93.5125,1.0023,0.9955,0.9978,1.3885,0.0000,0.0000,0.0000,19.1991,0.0000,0,0.0000,0.0000,76465.0000,0.6404,0.1916,9A8D46A06A8911ED8FA800301809E817,2222.7355,4207.1009,14.8707
Detritus and decomposing,191.9402,198.4793,0.1767,162.7223,162.8030,162.9625,1239.7914,896.8991,2000.3812,0.7254,418,526,1403,7.4815,4.6021,1000.0000,7.4454,4.7051,1000.0000,0.1030,0.0000,0.2679,0.2631,3.7326,97.2797,0.7517,15.6328,29.4190,15.8969,78.0483,158.5790,9.6225,-90.0000,5.0000,0.2204,0.8194,0.1039,52.6760,5.4742,408,84,35,143.4916,43.1613,1,116.3004,0.9995,1.0015,1.0010,1.1955,0.0000,0.0000,0.0000,30.9972,0.0000,0,0.0000,0.0000,76481.0000,0.5872,0.4686,9A8D4D376A8911ED8FA800301809E817,2000.3812,13331.6020,6.8913
Detritus and decomposing,198.4793,206.3504,0.6749,156.3449,156.6241,157.3066,644.2900,11621.0136,2103.4714,0.7254,419,1017,639,7.5163,4.6218,1000.0000,7.4945,4.7948,1000.0000,0.1730,0.4227,0.0761,0.3123,13.1410,95.4439,0.4345,15.8969,28.9153,16.2091,59.2125,159.1250,39.2583,-70.0000,-10.0000,2.1382,0.3187,0.0255,108.1313,2.7544,409,67,59,144.8540,34.4565,2,221.7714,0.9982,1.0062,1.0044,2.3236,0.0000,0.0000,0.0000,27.3775,0.0000,0,0.0000,0.0000,79380.0000,0.3476,0.4502,9A8D50166A8911ED8FA800301809E817,2103.4714,12658.4193,24.3009
Detritus and decomposing,79.8879,79.8879,0.6624,151.8759,151.6992,151.4850,1100.1858,408.3120,537.1377,0.7254,420,425,439,7.3573,4.4985,1000.0000,7.3101,4.6718,1000.0000,0.1733,0.7321,0.8781,0.9088,1.1388,39.6864,1.0000,10.0855,11.1833,10.0855,37.0943,159.2500,1.0000,85.0000,0.0000,0.0000,1.2642,1.0000,11.1890,11.1890,410,43,36,120.0000,14.1453,1,44.7561,1.0012,0.9974,0.9986,1.1277,0.0000,0.0000,0.0000,11.7799,0.0000,0,0.0000,0.0000,31920.0000,0.7175,0.0982,9A8D52FA6A8911ED8FA800301809E817,537.1377,732.3231,8.3421
Detritus and decomposing,79.4905,79.4905,0.5966,159.4491,158.8075,157.8415,636.4019,528.0867,533.1346,0.7254,422,474,1667,7.3184,4.4943,1000.0000,7.2695,4.6438,1000.0000,0.1495,0.4167,0.4930,0.7313,2.0282,42.7630,0.8998,10.0603,11.9893,10.0603,44.7324,159.7660,4.1297,0.0000,80.0000,0.6965,0.5895,0.2421,23.9972,5.8109,411,37,44,139.8264,14.1453,1,59.6161,1.0040,0.9899,0.9939,1.3941,0.0000,0.0000,0.0000,19.0485,0.0000,0,0.0000,0.0000,37054.0000,0.1981,0.1609,9A8D589E6A8911ED8FA800301809E817,533.1346,902.3493,8.3421
Detritus and decomposing,118.5853,118.5853,0.4221,138.1468,137.5928,137.0776,498.0844,2944.7012,971.4273,0.7254,425,185,0,7.4095,4.5457,1000.0000,7.4051,4.7118,1000.0000,0.1661,0.1078,0.1645,0.2856,6.0804,82.4535,0.5282,12.2877,24.7241,12.2877,46.3882,160.7820,17.0436,-75.0000,20.0000,0.6869,0.5928,0.0587,56.8999,3.3385,412,64,47,125.6454,33.7311,3,120.4768,1.0040,0.9923,0.9963,1.4611,0.0000,0.0000,0.0000,21.7703,0.0000,0,0.0000,0.0000,45358.0000,0.3323,0.5030,9A8D61306A8911ED8FA800301809E817,971.4273,7913.2969,12.6945
Detritus and decomposing,184.5525,188.4605,0.5110,165.8876,165.9438,166.0775,2691.9455,1336.8655,1886.0086,0.7254,427,499,1501,7.3125,4.4817,1000.0000,7.2964,4.6443,1000.0000,0.1626,0.5031,0.7219,0.7779,1.3853,62.5268,1.0000,15.3290,18.4373,15.4905,117.4643,161.4380,1.7947,-90.0000,0.0000,0.0000,1.0588,0.5572,22.2665,12.4069,1838,57,39,124.9283,23.5755,1,69.3468,0.9997,1.0011,1.0008,1.1091,0.0000,0.0000,0.0000,30.4062,0.0000,0,0.0000,0.0000,64463.0000,0.6690,0.1686,9A8D66F66A8911ED8FA800301809E817,1886.0086,3281.6107,10.5183
Detritus and decomposing,129.4449,145.4820,0.2454,147.8966,147.9767,148.2016,980.5485,581.0320,1107.8767,0.7254,428,533,124,7.3655,4.4969,1000.0000,7.3442,4.6738,1000.0000,0.1768,0.1279,0.3373,0.3976,2.9651,71.1613,0.8647,12.8380,21.2784,13.6101,57.5133,163.3290,7.1759,80.0000,0.0000,0.2994,0.7696,0.1394,40.0598,5.5826,413,66,34,127.1705,30.8295,1,91.2848,0.9995,1.0021,1.0015,1.2828,0.0000,0.0000,0.0000,28.6724,0.0000,0,0.0000,0.0000,49215.0000,0.2372,0.3967,9A8D69DB6A8911ED8FA800301809E817,1107.8767,5044.4698,6.8913
Detritus and decomposing,135.7531,135.7531,0.7421,155.0025,154.6940,154.3284,1846.9748,1030.5755,1189.8399,0.7254,429,273,869,7.3145,4.4979,1000.0000,7.2994,4.6685,1000.0000,0.1706,0.7229,0.7313,0.9307,1.3674,49.8732,1.0000,13.1471,14.3871,13.1471,49.0946,163.6250,1.7116,-80.0000,0.0000,0.1658,0.8578,0.5842,19.0279,11.1171,414,46,41,150.2562,16.3215,1,60.2900,1.0020,0.9957,0.9976,1.2089,0.0000,0.0000,0.0000,36.9279,0.0000,0,0.0000,0.0000,60403.0000,0.5643,0.0862,9A8D6CC36A8911ED8FA800301809E817,1189.8399,1559.2595,11.9691
Detritus and decomposing,135.7531,139.5522,0.6921,149.5124,148.7587,147.9701,605.5170,2459.0855,1189.8399,0.7254,430,272,644,7.3084,4.4740,1000.0000,7.2905,4.5892,1000.0000,0.1151,0.3118,0.1647,0.5661,6.0724,64.5927,0.6738,13.1471,19.1022,13.3298,46.1523,164.1880,17.0184,10.0000,-75.0000,1.9345,0.3408,0.0588,60.6677,3.5648,415,51,53,133.2363,20.6739,2,128.4650,1.0051,0.9897,0.9947,1.9888,0.0000,0.0000,0.0000,19.2234,0.0000,0,0.0000,0.0000,53561.0000,0.1565,0.3117,9A8D6FA86A8911ED8FA800301809E817,1189.8399,3649.6296,17.0469
Detritus and decomposing,113.1937,113.1937,0.3821,164.2529,164.5747,164.7098,992.5710,505.9957,905.9348,0.7254,431,629,1646,7.3419,4.4659,1000.0000,7.3286,4.6676,1000.0000,0.2017,0.3871,0.5146,0.6153,1.9432,56.0740,0.9146,12.0051,16.3013,12.0051,90.6420,164.6410,3.8447,65.0000,-25.0000,0.1612,0.8612,0.2601,26.5336,6.9014,416,54,41,129.2069,22.8501,1,66.8701,0.9980,1.0028,1.0008,1.1925,0.0000,0.0000,0.0000,38.5620,0.0000,0,0.0000,0.0000,44964.0000,0.4681,0.2636,9A8D73046A8911ED8FA800301809E817,905.9348,2268.1373,7.6167
Detritus and decomposing,420.2720,527.0795,0.3659,152.0558,152.0413,151.9788,7995.4037,5338.1824,6481.2606,0.7254,432,360,1779,7.3010,4.4725,1000.0000,7.2541,4.6370,1000.0000,0.1645,0.1822,0.6010,0.6125,1.6638,108.1584,0.9856,23.1324,32.8647,25.9056,54.3475,164.6880,2.8799,15.0000,-85.0000,0.0000,1.0500,0.3472,43.8699,15.2332,417,50,85,129.9346,46.0629,1,118.2063,1.0001,0.9995,0.9996,1.0929,0.0000,0.0000,0.0000,19.1694,0.0000,0,0.0000,0.0000,135132.0000,0.5694,0.2961,9A8D76366A8911ED8FA800301809E817,6481.2606,18585.9882,17.0469
Detritus and decomposing,1789.5982,2305.3884,0.8449,158.9201,158.7674,158.6886,68792.7871,83205.3948,56950.4419,0.7254,433,942,1258,7.3010,4.4725,1000.0000,7.2541,4.6370,1000.0000,0.1645,0.6404,0.6671,0.9322,1.4991,190.6132,0.9368,47.7345,59.1000,54.1785,57.5644,164.6880,2.2687,-35.0000,80.0000,0.1552,0.8656,0.4408,76.6778,33.7981,418,100,107,147.7172,66.3741,1,220.9517,1.0010,0.9985,0.9995,1.1592,0.0000,0.0000,0.0000,33.7784,0.0000,0,0.0000,0.0000,573438.0000,0.6424,0.1923,9A8D79176A8911ED8FA800301809E817,56950.4419,108083.6401,53.3169
Detritus and decomposing,114.4355,119.4172,0.8777,162.8405,162.3447,161.5328,1643.2633,930.5561,920.8844,0.7254,434,823,1143,7.3159,4.5336,1000.0000,7.2855,4.6492,1000.0000,0.1156,0.8477,0.9171,0.9755,1.0904,45.7988,1.0000,12.0708,13.0975,12.3307,33.0328,165.2500,1.0000,-75.0000,0.0000,0.0000,1.1627,1.0000,12.7901,12.7901,419,43,41,128.9145,14.8707,1,51.1602,1.0031,0.9920,0.9950,1.1171,0.0000,0.0000,0.0000,11.7834,0.0000,0,0.0000,0.0000,45249.0000,0.7325,0.0784,9A8D7C066A8911ED8FA800301809E817,920.8844,1176.4239,11.9691
Detritus and decomposing,118.1697,118.1697,0.4770,165.7111,165.8917,166.2861,1171.4617,681.6136,966.3240,0.7254,435,726,982,7.5958,4.7135,1000.0000,7.5918,4.8222,1000.0000,0.1087,0.4343,0.5836,0.7049,1.7134,53.0715,0.9207,12.2661,15.3342,12.2661,94.8642,165.4540,3.0556,-80.0000,0.0000,0.2061,0.8292,0.3273,24.0590,7.8737,420,51,37,120.8694,19.9485,1,63.8654,0.9989,1.0035,1.0024,1.2034,0.0000,0.0000,0.0000,43.2935,0.0000,0,0.0000,0.0000,43513.0000,0.4916,0.2001,9A8D7ED46A8911ED8FA800301809E817,966.3240,1887.8946,9.0675
Detritus and decomposing,327.3784,362.4339,0.5561,164.4241,164.3596,164.1900,4799.3603,3820.5143,4455.9357,0.7254,436,1007,1813,7.6677,4.7476,1000.0000,7.6573,4.8273,1000.0000,0.0797,0.5029,0.5911,0.8232,1.6918,83.2280,0.9384,20.4164,25.0465,21.4817,89.1967,165.5000,2.9793,-80.0000,0.0000,0.1727,0.8528,0.3356,37.8538,12.7055,421,68,50,124.1840,32.2803,1,101.1186,1.0004,0.9986,0.9990,1.2150,0.0000,0.0000,0.0000,24.4592,0.0000,0,0.0000,0.0000,103942.0000,0.5994,0.1849,9A8D81B66A8911ED8FA800301809E817,4455.9357,8226.9178,18.4977
Detritus and decomposing,469.3194,542.5135,0.6227,156.6387,156.6126,156.3839,12605.4028,7368.0451,7648.3294,0.7254,437,772,1336,7.6459,4.7092,1000.0000,7.6586,4.8318,1000.0000,0.1225,0.6047,0.7756,0.8850,1.2893,95.2619,0.9931,24.4450,28.7339,26.2821,44.8800,165.8130,1.2513,15.0000,-75.0000,0.0000,1.1764,0.7992,29.2909,23.4082,422,58,69,142.5506,34.4565,1,105.3981,1.0002,0.9984,0.9985,1.1064,0.0000,0.0000,0.0000,29.9841,0.0000,0,0.0000,0.0000,163363.0000,0.8012,0.1493,9A8D84AE6A8911ED8FA800301809E817,7648.3294,12421.7376,21.3993
Detritus and decomposing,142.5141,142.5141,0.2227,165.6077,165.6675,165.4761,913.5631,495.9317,1279.8251,0.7254,438,641,1535,7.5635,4.6464,1000.0000,7.5797,5.0126,1000.0000,0.3662,0.0872,0.3144,0.3680,3.1806,77.6771,0.8360,13.4705,23.2531,13.4705,156.3879,165.8600,7.8650,-90.0000,-10.0000,0.2071,0.8284,0.1271,41.5924,5.2883,107,72,36,94.5861,34.4565,1,93.7615,0.9996,0.9992,0.9988,1.2071,0.0000,0.0000,0.0000,40.0940,0.0000,0,0.0000,0.0000,39537.0000,0.5334,0.4207,9A8D878D6A8911ED8FA800301809E817,1279.8251,6583.2629,7.6167
Detritus and decomposing,114.4355,114.4355,0.4595,149.5100,149.4274,149.1453,961.3295,658.7917,920.8844,0.7254,440,205,472,7.2718,4.4418,1000.0000,7.2057,4.6380,1000.0000,0.1961,0.4016,0.4876,0.6720,2.0510,53.7620,0.9237,12.0708,15.5558,12.0708,50.7209,166.2820,4.2055,75.0000,-15.0000,0.3971,0.7158,0.2378,27.8703,6.6270,423,50,38,140.1197,19.9485,1,68.9948,1.0006,0.9976,0.9981,1.2833,0.0000,0.0000,0.0000,24.6627,0.0000,0,0.0000,0.0000,49182.0000,0.4165,0.2240,9A8D8D4A6A8911ED8FA800301809E817,920.8844,1970.9503,9.0675
Detritus and decomposing,100.8583,119.8333,0.9163,166.3679,166.5881,167.0377,1765.4289,1026.4362,761.9587,0.7254,441,785,924,7.1987,4.4319,1000.0000,7.1423,4.5295,1000.0000,0.0976,0.7731,0.7644,0.9472,1.3082,48.2646,0.9905,11.3321,13.8834,12.3522,114.8209,166.5470,1.3907,-80.0000,55.0000,0.0465,0.9556,0.7190,16.3212,11.7356,424,44,43,119.7075,15.5961,1,56.1136,0.9987,1.0040,1.0027,1.1626,0.0000,0.0000,0.0000,36.9402,0.0000,0,0.0000,0.0000,38067.0000,0.6692,0.1838,9A8D902F6A8911ED8FA800301809E817,761.9587,1401.1397,12.6945
Detritus and decomposing,203.7239,203.7239,0.4611,150.5143,148.8125,146.7214,3055.1740,1323.3450,2187.3920,0.7254,442,1010,1206,7.3893,4.5280,1000.0000,7.3567,4.6717,1000.0000,0.1437,0.4730,0.7336,0.7513,1.3631,64.0380,1.0000,16.1056,18.9007,16.1056,151.2614,168.4540,1.6910,-10.0000,80.0000,0.0000,1.1536,0.5914,22.3224,13.2009,425,40,58,66.1482,25.7517,1,71.0465,1.0114,0.9748,0.9859,1.1094,0.0000,0.0000,0.0000,37.5258,0.0000,0,0.0000,0.0000,37043.0000,0.7635,0.1479,9A8D93006A8911ED8FA800301809E817,2187.3920,3535.3490,9.7929
Detritus and decomposing,132.8056,142.5141,0.4986,166.9519,166.7418,166.4557,1567.8973,900.9621,1151.2991,0.7254,443,975,1644,7.4752,4.5628,1000.0000,7.4494,4.6957,1000.0000,0.1329,0.4878,0.6228,0.7430,1.6058,55.8528,0.9654,13.0036,16.2812,13.4705,40.4557,168.7820,2.6702,-60.0000,30.0000,0.1325,0.8830,0.3745,24.2346,9.0760,426,48,47,141.7063,21.3993,1,66.6212,1.0013,0.9970,0.9983,1.1928,0.0000,0.0000,0.0000,22.8661,0.0000,0,0.0000,0.0000,55974.0000,0.5199,0.2013,9A8D95E26A8911ED8FA800301809E817,1151.2991,2259.7368,10.5183
Detritus and decomposing,240.7363,334.1883,0.7700,147.7997,146.8680,145.7252,2982.2345,5049.2619,2809.8042,0.7254,444,698,122,7.3161,4.4819,1000.0000,7.4709,4.7202,1000.0000,0.2383,0.3030,0.3736,0.8374,2.6770,85.0167,0.8533,17.5076,25.5905,20.6277,98.5034,169.9380,6.2500,70.0000,-15.0000,0.6775,0.5961,0.1600,52.9343,8.4695,427,66,55,121.6646,31.5549,1,122.8077,1.0063,0.9860,0.9922,1.4445,0.0000,0.0000,0.0000,28.5439,0.0000,0,0.0000,0.0000,78352.0000,0.3114,0.3159,9A8D98CD6A8911ED8FA800301809E817,2809.8042,8774.7537,19.2231
Detritus and decomposing,687.6280,964.8291,0.6441,155.1670,154.5376,154.1049,28524.4616,17703.8591,13564.1969,0.7254,445,561,1391,7.4366,4.5719,1000.0000,7.5533,4.7588,1000.0000,0.1869,0.6078,0.8257,0.9070,1.2111,122.0205,1.0000,29.5891,37.3178,35.0494,29.2453,170.2190,1.0000,-90.0000,0.0000,0.0000,1.3471,1.0000,33.1164,33.1164,428,86,64,152.9652,44.6121,1,132.4654,1.0041,0.9932,0.9972,1.0856,0.0000,0.0000,0.0000,33.1264,0.0000,0,0.0000,0.0000,246427.0000,0.8637,0.2071,9A8D9C9F6A8911ED8FA800301809E817,13564.1969,27211.1390,28.6533
Detritus and decomposing,98.4105,98.4105,0.8774,159.1410,158.7532,158.3109,641.7629,1152.5991,734.3890,0.7254,447,870,601,7.4960,4.5904,1000.0000,7.6074,4.8035,1000.0000,0.2131,0.4311,0.3579,0.7486,2.7943,49.5364,0.8000,11.1938,14.2662,11.1938,42.3516,170.6100,6.6277,55.0000,0.0000,1.0210,0.4948,0.1509,32.9864,4.9771,429,44,41,129.3462,16.3215,2,75.9269,1.0024,0.9948,0.9972,1.5327,0.0000,0.0000,0.0000,22.4911,0.0000,0,0.0000,0.0000,40356.0000,0.4256,0.2154,9A8DA2506A8911ED8FA800301809E817,734.3890,1520.2799,11.9691
Detritus and decomposing,111.1271,114.8498,0.4762,163.9971,163.8163,163.7201,892.1074,889.2682,881.2395,0.7254,448,834,1436,7.3167,4.4836,1000.0000,7.4599,4.7312,1000.0000,0.2477,0.3415,0.4407,0.6009,2.2690,56.5017,0.8244,11.8950,16.4626,12.0926,71.0449,170.8290,4.9254,70.0000,-5.0000,0.4115,0.7085,0.2030,30.2043,6.1324,430,52,38,138.9067,21.3993,1,72.6733,1.0011,0.9983,0.9994,1.2862,0.0000,0.0000,0.0000,24.4641,0.0000,0,0.0000,0.0000,47645.0000,0.2299,0.2774,9A8DA5316A8911ED8FA800301809E817,881.2395,2336.0920,9.0675
Detritus and decomposing,583.3173,678.6264,0.6212,156.1410,156.1691,155.8669,16363.2588,10522.1585,10597.9311,0.7254,449,338,1132,7.2605,4.4480,1000.0000,7.3947,4.7110,1000.0000,0.2629,0.5594,0.7676,0.8748,1.3028,106.1104,1.0000,27.2526,32.2602,29.3948,73.0292,170.8750,1.3544,65.0000,-30.0000,0.0000,1.1522,0.7384,33.6834,24.8703,431,76,64,144.3741,38.8089,1,117.1076,0.9998,0.9982,0.9981,1.1036,0.0000,0.0000,0.0000,25.9236,0.0000,0,0.0000,0.0000,200680.0000,0.6979,0.1552,9A8DA8096A8911ED8FA800301809E817,10597.9311,17579.1459,24.3009
Detritus and decomposing,119.4172,119.4172,0.7173,148.8485,148.6198,148.1102,1787.0640,815.6551,981.6663,0.7254,451,339,319,7.0374,4.3153,1000.0000,7.1188,4.5635,1000.0000,0.2483,0.7538,0.8672,0.9282,1.1531,47.0128,1.0000,12.3307,13.3998,12.3307,80.5714,172.1880,1.0000,-80.0000,30.0000,0.0000,1.2409,1.0000,13.1528,13.1528,432,45,40,135.0689,16.3215,1,52.6110,1.0015,0.9950,0.9966,1.1191,0.0000,0.0000,0.0000,41.8936,0.0000,0,0.0000,0.0000,49030.0000,0.7591,0.0798,9A8DADC36A8911ED8FA800301809E817,981.6663,1259.7626,10.5183
Detritus and decomposing,180.6517,180.6517,0.5723,160.0592,159.5030,158.9191,3127.0273,1297.6893,1826.5310,0.7254,452,1007,924,4.4616,3.6484,62.0000,5.6403,4.4353,62.0000,0.7869,0.6200,0.8341,0.8487,1.1989,57.8952,1.0000,15.1662,16.8656,15.1662,64.3286,172.2500,1.0000,10.0000,-55.0000,0.0000,1.3044,1.0000,15.8494,15.8494,10,47,51,111.8462,20.6739,1,63.3978,1.0035,0.9929,0.9963,1.0950,0.0000,0.0000,0.0000,19.6040,0.0000,0,0.0000,0.0000,56706.0000,0.8568,0.1008,9A8DB09E6A8911ED8FA800301809E817,1826.5310,2511.8873,10.5183
Detritus and decomposing,139.9750,139.9750,0.7410,154.7718,154.2160,153.6529,2147.9306,1044.7255,1245.7742,0.7254,454,947,454,7.4593,4.6042,1000.0000,7.4191,4.6729,1000.0000,0.0687,0.7801,0.8707,0.9461,1.1485,50.2169,1.0000,13.3500,14.5080,13.3500,45.8971,173.7190,1.0000,45.0000,0.0000,0.0000,1.2709,1.0000,13.9844,13.9844,433,46,41,142.8301,17.7723,1,55.9376,1.0036,0.9928,0.9963,1.1139,0.0000,0.0000,0.0000,37.4301,0.0000,0,0.0000,0.0000,58846.0000,0.7542,0.0798,9A8DB71F6A8911ED8FA800301809E817,1245.7742,1598.8999,11.9691
Detritus and decomposing,224.3716,224.3716,0.5769,164.2570,164.3855,164.3773,1839.2721,2422.3407,2528.2239,0.7254,455,661,1114,7.2059,4.4245,1000.0000,7.2258,4.6382,1000.0000,0.2137,0.4323,0.3874,0.7291,2.5815,72.3112,0.8332,16.9020,21.5202,16.9020,96.9600,174.2190,5.9418,80.0000,-5.0000,0.6454,0.6078,0.1683,43.5644,7.3318,434,59,48,116.4975,26.4771,1,101.7924,0.9992,1.0007,0.9999,1.4077,0.0000,0.0000,0.0000,35.0351,0.0000,0,0.0000,0.0000,70714.0000,0.3145,0.2146,9A8DB9EA6A8911ED8FA800301809E817,2528.2239,5218.4020,16.3215
Detritus and decomposing,183.2514,206.7885,0.5262,155.5478,154.8635,154.4444,4017.7285,1498.7502,1866.0997,0.7254,456,625,1669,5.1350,3.8239,37.0000,3.4143,3.4143,37.0000,-0.4096,0.5494,0.7893,0.8132,1.2670,62.2494,1.0000,15.2749,18.3365,16.2263,42.3614,174.5000,1.0000,5.0000,-75.0000,0.0000,1.3261,1.0000,17.2305,17.2305,1839,43,55,129.6881,22.8501,1,68.9218,1.0044,0.9929,0.9973,1.1072,0.0000,0.0000,0.0000,11.6978,0.0000,0,0.0000,0.0000,66530.0000,0.8621,0.1670,9A8DBCCF6A8911ED8FA800301809E817,1866.0997,3228.1072,10.5183
Detritus and decomposing,1288.8626,1601.7871,0.7363,156.6248,156.3769,156.2360,59280.7437,43608.8973,34807.5726,0.7254,457,903,1618,4.6517,3.5616,40.0000,5.8007,4.5207,40.0000,0.9591,0.6103,0.7837,0.9165,1.2759,158.2546,0.9763,40.5096,48.8839,45.1604,42.1220,174.6250,1.0965,-35.0000,30.0000,0.0000,1.2187,0.9120,44.9389,40.9827,11,91,88,151.8063,54.7677,1,171.8432,1.0016,0.9975,0.9991,1.0859,0.0000,0.0000,0.0000,35.8647,0.0000,0,0.0000,0.0000,434166.0000,0.7398,0.1713,9A8DBFB16A8911ED8FA800301809E817,34807.5726,61164.0400,40.2597
Detritus and decomposing,340.0979,422.5781,0.8994,136.7977,136.3329,136.0960,3524.6821,7448.9895,4718.1281,0.7254,459,841,15,4.8536,3.8040,34.0000,5.5610,4.2843,34.0000,0.4802,0.4331,0.3028,0.8887,3.3030,89.6594,0.8690,20.8093,26.9204,23.1958,28.4426,174.7820,8.2557,-90.0000,35.0000,1.2934,0.4360,0.1211,67.3772,8.1613,108,65,62,124.5341,29.3787,1,151.0769,1.0034,0.9949,0.9983,1.6850,0.0000,0.0000,0.0000,12.3294,0.0000,0,0.0000,0.0000,107722.0000,0.3082,0.2270,9A8DC6126A8911ED8FA800301809E817,4718.1281,10215.1124,24.3009
